word_english,arousal_LSA_M,arousal_norms_M,concrete_LSA_M,concrete_norms_M,dominate_LSA_M,dominate_norms_M,imagine_LSA_M,imagine_norms_M,valence_LSA_M,valence_norms_M
alone,5.13,4.83,3.61,,4.45,3.7,4.44,,4.35,2.41
along,4.82,,5,,5.08,,5.06,,5.63,
alongside,5.46,,5.16,,4.99,,5.2,,5.13,
aloof,5.37,4.28,3.1,,5.55,4.69,4.26,,6,4.9
aloud,5.02,,3.93,,5.2,,4.51,,5.84,
alp,5.18,,4.92,,5.09,,5.04,,5.61,
alpha,5.35,,4.54,,4.83,,4.59,,4.65,
alphabet,4.83,,4.68,4.63,5.27,,4.7,5.05,5.57,
alphabetical,4.53,,4.45,,5.21,,4.48,,5.55,
alphabetically,4.42,,4.49,,5.3,,4.51,,5.76,
alphabetize,4.25,,4.43,,5.15,,4.38,,5.6,
already,5.35,,3.33,,5.3,,3.98,,5.75,
also,5.27,,3.47,,5.75,,3.68,,6.46,
altar,5.29,,4.65,,5.14,,5.13,,5.41,
alter,5.14,,2.91,,5.27,,3.17,,5.66,
alteration,5.02,,3.14,,4.74,,3.38,,4.81,
altered,5.29,,3.86,,4.75,,3.93,,4.67,
alternate,4.75,,3.97,,5.35,,4.04,,5.7,
alternately,4.65,,4.75,,4.98,,4.66,,5.05,
alternation,5.1,,5.09,,5.37,,4.88,,6.23,
alternative,5.16,,3.17,,5.7,,3.46,,6.45,
alternatively,5.03,,3.37,,5.53,,3.62,,6.01,
alternator,4.47,,4.71,,5.03,,4.5,,4.96,
although,5.16,,2.85,,5.56,,3.29,,6.12,
altimeter,5.15,,4.94,,4.69,,5.1,,4.9,
altitude,5.02,,4.91,3.77,4.67,,5,4.78,4.98,
altogether,5.35,,3.15,,5.32,,3.87,,5.3,
altruism,5.27,,3.25,,4.96,,3.82,,5.03,
altruistic,5.51,,3.33,,5.17,,4.05,,5.35,
aluminium,4.47,,5.88,6.34,5.22,,5.3,5.11,5.45,
alumnus,5.58,,4.27,,6,,4.69,,6.72,
alveolus,4.9,,5.28,,4.79,,5.09,,4.29,
always,5.23,,3.32,,5.12,,4.11,,5.41,
amalgam,5.01,,4.95,,4.97,,4.81,,5.01,
amass,5.49,,3.53,,5.88,,4.14,,6.3,
amateur,5.78,,4.33,3.94,6.02,,4.89,4.03,7,
amaze,5.66,,3.61,,5.67,,4.45,,6.7,
amazed,5.78,,4.03,,5.25,,4.92,,5.5,
amazement,5.52,,4.33,,5.36,,5.01,,5.77,
amazing,5.77,,3.37,,5.8,,4.29,,6.66,
amazingly,5.41,,3.89,,5.34,,4.34,,5.37,
ambassador,5.46,,3.81,,5.25,,4.21,,5.09,
amber,4.9,,5.54,,5.29,,5.32,,6.24,
ambiguity,4.96,,2.77,,5.22,,3.27,,5.23,
ambiguous,4.91,,3.11,,5.38,,3.45,,5.67,
ambition,5.41,5.61,2.97,2.17,5.77,6.93,3.92,3.97,6.08,7.04
ambitious,5.34,,2.99,,6.13,,4.04,,6.65,
ambivalent,5.51,,3.79,,5.32,,4.33,,5.29,
amble,4.4,,5.42,,5.15,,5.47,,5.74,
ambulance,5.42,7.33,4.63,,4.4,3.22,5.16,,4.26,2.47
ambush,6.03,,5.14,,4.68,,5.33,,3.89,
amen,5.38,,3.85,,4.84,,4.91,,4.66,
amend,4.89,,3.67,,5.26,,3.83,,5.39,
amendment,5.01,,3.58,3.23,4.93,,3.92,3.11,4.9,
amends,5.33,,3.41,,4.61,,4.05,,4.24,
amenity,5.37,,3.76,,5.59,,4.23,,6.11,
amiable,5.35,,3.46,,5.38,,4.51,,6,
amiably,5.26,,4.37,,4.8,,4.75,,4.67,
amidst,5.54,,3.8,,5.11,,4.86,,5.08,
amine,5.25,,4.89,,4.76,,4.68,,4.34,
amino,4.8,,4.95,,4.79,,4.73,,4.2,
amiss,5.3,,3.34,,5.05,,4.59,,4.87,
ammeter,4.4,,4.51,,4.95,,4.43,,5.23,
ammonia,5.03,,4.88,,4.83,,4.67,,4.35,
ammonium,5,,4.89,,5.03,,4.64,,4.77,
ammunition,6.05,,5.18,,4.77,,5.23,,4,
amnesty,5.32,,3.74,,5.08,,4.08,,4.75,
amniocentesis,5.23,,4.15,,5.09,,4.37,,5.62,
amnion,4.88,,5.07,,5.13,,4.8,,5.22,
amniotic,4.9,,4.48,,5.1,,4.45,,5.27,
amoeba,4.81,,4.99,,4.66,,4.67,,4.2,
amongst,5.54,,3.02,,5.37,,3.82,,5.53,
amorphous,4.48,,4.89,,5.03,,4.64,,5.45,
amount,4.98,,4.24,2.91,5.37,,4.24,3.17,5.75,
amp,4.53,,4.64,,5.15,,4.44,,5.39,
amperage,4.5,,4.88,,5.17,,4.61,,5.48,
ampere,4.46,,4.53,,4.99,,4.38,,5.22,
amphetamine,5.28,,3.85,,4.09,,4.6,,3.25,
amphibian,5.15,,6.06,,4.75,,5.46,,4.79,
amphitheatre,5.11,,4.7,,5.49,,4.7,,6.17,
ample,5.15,,3.07,,5.93,,3.62,,7.13,
amplification,4.83,,4.11,,5.34,,4.21,,5.71,
amplifier,4.88,,4.13,,5.36,,4.24,,5.76,
amplify,4.76,,4.6,,5.35,,4.65,,5.95,
amplitude,4.64,,4.68,3.11,5.24,,4.74,3.95,5.89,
amputate,4.83,,5.18,,4.27,,5.23,,3.93,
amulet,5.39,,4.89,,5.4,,5.23,,6.6,
amuse,5.62,,3.64,,5.48,,4.57,,6.26,
amused,5.38,,4.52,,5.51,,4.94,,6.27,
amusement,5.73,,3.57,,5.7,,4.56,,6.51,
amusing,5.63,,3.4,,5.64,,4.66,,6.76,
an,5.08,,3.24,,5.55,,3.45,,6.16,
anaemia,4.99,,4.34,,4.12,,4.46,,3.17,
anaemic,4.82,,4.94,,4.43,,4.89,,3.84,
anaerobic,5.3,,4.04,,5.1,,4.37,,4.99,
anaesthesia,5.47,,4.55,,4.1,,4.9,,3.67,
anaesthetic,5.35,,4.41,,4.14,,4.84,,3.61,
anal,5.29,,4.47,,5.18,,4.75,,5.04,
analogous,4.7,,3.4,,5.38,,3.67,,5.93,
analogue,4.78,,4.09,,5.22,,4.26,,5.71,
analogy,4.73,,3.01,2.34,5.61,,3.45,2.73,6.13,
analyse,5.1,,3.39,,5.63,,3.67,,6.3,
analysis,4.91,,3,,5.62,,3.3,,6.18,
analyst,5.22,,3.46,,5.76,,3.72,,6.31,
analytic,4.87,,3.45,,5.7,,3.62,,6.31,
anarchist,5.8,,3.97,,4.31,,4.54,,3.26,
anarchy,5.34,,3.57,,5.82,,4.3,,5.87,
anatomical,5.57,,4.32,,5.43,,4.43,,5.83,
anatomist,5.22,,5.16,,4.85,,4.91,,4.91,
anatomy,5.26,,4.39,,5.32,,4.6,,5.88,
ancestor,5.14,,4.37,,5.41,,4.74,,5.67,
ancestral,4.91,,3.84,,5.59,,4.32,,6.39,
ancestry,5.13,,3.41,,5.14,,3.95,,5.11,
anchor,5.23,,5.7,,5.04,,5.46,,5.59,
anchorage,4.5,,5.49,,5.2,,5.22,,5.6,
anchovy,4.91,,6.03,,5.32,,5.45,,6.1,
ancient,5.1,,4.53,,5.31,,4.81,,5.85,
and,5.14,,3.58,,5.34,,4,,5.84,
androgynous,6.07,,3.67,,5.64,,4.28,,6.16,
anecdote,5.06,,3.64,3.4,5.45,,3.9,3.19,5.74,
anemone,5.09,,5.97,,4.74,,5.57,,5.08,
anew,4.92,,3.27,,5.25,,3.84,,5.76,
angel,5.35,4.83,3.78,4.06,5.03,4.97,4.93,5.78,5.22,7.53
anger,6.09,7.63,3.2,,4.39,5.5,4.74,,3.31,2.34
angiosperm,4.57,,5.73,,5.05,,5.05,,5.66,
angle,4.51,,4.61,,5.04,,4.86,,5.47,
angrily,5.8,,4.13,,4.96,,4.84,,4.28,
angry,5.91,7.17,3.39,,4.48,5.55,4.61,,3.52,2.85
angstrom,4.34,,4.52,,5.16,,4.65,,5.7,
anguish,5.89,,3.39,,4.58,,4.74,,3.7,
angular,4.53,,4.21,,5.16,,4.74,,5.38,
animal,5.22,,5.71,6.29,4.83,,5.39,5.73,5.06,
animate,5.04,,2.96,,5.64,,3.73,,6.15,
animated,5.16,,4.66,,5.46,,4.8,,6.29,
animation,5.17,,4.82,,5.4,,4.93,,6.35,
animosity,5.98,,3.58,,4.78,,4.49,,3.56,
anion,4.8,,4.9,,5.29,,4.62,,5.64,
ankle,4.55,4.16,5.66,6.57,4.99,4.77,5.43,5.97,4.95,5.27
annex,5.75,,4.01,4.8,5.45,,4.26,4.41,4.97,
annexation,5.81,,3.96,,5.53,,4.14,,5.27,
annihilation,5.73,,3.77,,4.39,,4.35,,3.54,
anniversary,5.52,,4.05,,5.4,,4.93,,6.26,
announce,5.78,,3.65,,4.91,,4.28,,5.19,
announcement,5.49,,4.29,3.71,5.11,,4.59,3.87,5.74,
announcer,5.38,,4.96,,5.47,,5.23,,6.22,
annoy,5.31,6.49,3.25,,4.66,5.09,4.06,,4.04,2.74
annoyance,5.24,,4.02,,4.93,,4.39,,4.8,
annoyed,5.34,,3.66,,4.99,,4.38,,5.18,
annual,5.11,,3.83,,5.21,,3.97,,5.66,
annually,5.08,,4.08,,5.18,,4.17,,5.42,
annuity,5.24,,3.95,,5.47,,4.17,,5.97,
anode,4.72,,4.7,,5.13,,4.58,,5.33,
anole,4.88,,5.75,,4.87,,5.44,,5.06,
anomaly,4.96,,3.06,,5.41,,3.43,,5.88,
anonymity,5.45,,2.91,,4.74,,3.78,,4.42,
anonymous,5.39,,3.35,,4.48,,4.17,,3.97,
anorexia,5.07,,3.7,,4.25,,4.38,,3.73,
another,5.2,,3.69,,5.32,,4.01,,5.67,
answer,5.34,5.41,3.59,3.77,5.31,5.85,4.06,3.72,5.88,6.63
answering,5.07,,4.02,,5.17,,4.61,,5.44,
ant,4.97,,5.75,,4.74,,5.43,,4.68,
antagonism,5.44,,3.11,2.8,5.24,,4.07,3.84,4.77,
antagonist,5.41,,2.97,,5.34,,3.69,,5.34,
antagonistic,5.54,,4.08,,5.26,,4.38,,5.8,
antagonize,5.24,,3.68,,5,,4.17,,4.57,
anteater,5.01,,6.06,,5.02,,5.52,,5.34,
antecedent,4.83,,3.88,,5.32,,4.04,,5.57,
antelope,5.09,,5.95,,4.76,,5.61,,4.81,
antenna,5.07,,5.32,,4.71,,5.2,,4.61,
anterior,4.92,,4.98,,5.01,,4.79,,4.92,
anthem,5.46,,4.53,,5.77,,5,,6.59,
anther,4.74,,5.71,,4.94,,5.18,,5.56,
anthill,4.92,,5.87,,4.71,,5.52,,4.74,
anthology,5.41,,4.29,,5.8,,4.61,,6.68,
anthracite,4.76,,5.31,,4.82,,5.06,,4.95,
anthrax,5.15,,4.17,,3.98,,4.43,,2.74,
anthropological,5.15,,3.34,,5.61,,3.94,,6.25,
anthropologist,5.22,,3.57,,5.46,,4.06,,5.77,
anthropology,5.17,,3.37,,5.73,,4.02,,6.42,
anti-communist,6.06,,3.9,,4.5,,4.22,,3.56,
anti-slavery,5.6,,3.96,,5.18,,4.52,,4.64,
anti-war,5.95,,3.73,,4.7,,4.4,,3.9,
antibiotic,5.32,,4.32,,3.95,,4.52,,2.91,
antibody,5.16,,4.35,,4.02,,4.45,,2.79,
antic,5.53,,4.08,,5.12,,4.85,,5.34,
anticipate,5.16,,2.95,,5.63,,3.44,,6.18,
anticipated,5.36,,3.31,,5.24,,3.56,,5.55,
anticipation,5.52,,3.01,2.8,5.24,,3.97,4.41,5.74,
antigen,5.13,,4.08,,4.08,,4.23,,2.97,
antimony,4.46,,5.73,,5.22,,5.09,,5.63,
antiparticle,5.11,,4.12,,5.14,,4.39,,5.44,
antique,4.93,,5.03,5.23,5.41,,5.1,5.62,6.21,
antiquity,4.97,,4.02,,5.52,,4.51,,5.88,
antiseptic,5.09,,4.78,,4.16,,4.99,,3.68,
antislavery,5.87,,3.8,,5.11,,4.26,,4.41,
antisocial,5.67,,3.16,,4.89,,4.07,,4.57,
antithesis,5.33,,3.1,,5.48,,4,,5.7,
antitoxin,5.07,,3.93,,4.08,,4.29,,3.29,
antitrust,5.16,,3.69,,5.02,,4.02,,5.17,
antler,5.23,,6.08,,4.78,,5.59,,4.77,
anus,5,,5.49,,4.89,,5.05,,4.27,
anvil,4.31,,5.37,,4.99,,5.21,,5.13,
anxiety,5.61,,2.88,,4.18,,4.02,,3.52,
anxious,5.34,6.92,3.27,,5.08,5.33,4.33,,5.45,4.81
anxiously,5.27,,4.21,,5.16,,4.81,,5.4,
any,5,,2.89,,5.52,,3.31,,5.96,
anybody,5.36,,3.75,3.43,4.81,,4.53,3.35,4.62,
anyhow,5.41,,3.76,,5.06,,4.43,,4.86,
anymore,5.61,,3.94,,4.87,,4.62,,4.57,
anyone,5.46,,3.34,,4.99,,4.13,,5.14,
anything,5.4,,3.47,,5.09,,4.24,,5.27,
anytime,4.9,,4.39,,5.22,,4.65,,5.47,
anyway,5.42,,3.85,,4.89,,4.61,,4.81,
anyways,5.47,,4.1,,4.82,,4.81,,4.82,
anywhere,5.14,,3.68,,5.05,,4.33,,5.17,
aorta,5.01,,5.32,,5.11,,5.17,,5.41,
apache,5.56,,5.03,,4.77,,5.06,,4.36,
apart,4.61,,4.44,,5.04,,4.59,,5.1,
apartheid,5.43,,4.04,,5.08,,4.51,,4.52,
apartment,4.42,,5.75,5.97,4.96,,5.48,5.24,5.42,
apathetic,5.64,,3.04,,3.97,,4.05,,2.99,
apathy,5.41,,2.97,,4.75,,3.79,,4.35,
ape,5.17,,4.73,,5.15,,4.76,,5.26,
apelike,4.92,,4.13,,5.15,,4.31,,5.58,
aperture,4.81,,4.95,4.83,5.19,,4.99,4.3,5.61,
apex,4.47,,4.63,,4.87,,4.46,,4.97,
aphid,5.11,,5.5,,4.6,,5.13,,4.15,
apical,4.58,,5.08,,4.87,,4.72,,4.87,
apiece,4.79,,4.8,,5.16,,5.12,,5.67,
apologetic,5.25,,4.56,,5.18,,4.81,,5.49,
apologetically,5.11,,4.31,,4.81,,4.82,,4.83,
apologize,5.59,,3.87,,4.83,,4.51,,4.51,
apology,5.43,,3.82,3.06,5.18,,4.38,4.06,5.22,
apostle,5.16,,3.74,,5.08,,4.58,,5.45,
apostrophe,5.05,,4.05,,5.4,,4.28,,5.74,
apothecary,5.37,,4.37,,4.88,,4.78,,4.95,
appall,5.32,,3.44,,4.82,,4.64,,4.6,
appalling,5.63,,3.23,,4.78,,4.41,,4.03,
apparatus,4.63,,3.97,,5.11,,4.12,,5.6,
apparel,4.91,,5.03,,5.7,,4.84,,6.67,
apparent,5.22,,2.97,,5.31,,3.38,,5.7,
apparently,5.32,,2.92,,4.94,,3.45,,4.94,
apparition,5.19,,3.97,,5.04,,4.62,,4.94,
appeal,5.13,,3.49,3.31,5.22,,3.91,4.08,5.31,
appealing,5.64,,3.07,,5.93,,3.93,,7.23,
appear,5.46,,3.17,,5.4,,3.51,,5.51,
appearance,5.18,,3.29,,5.47,,3.74,,6.16,
appease,5.91,,3.71,,5.15,,4.43,,4.96,
appellate,5.14,,3.88,,4.29,,4.2,,3.89,
appendage,4.99,,5.67,,4.63,,5.26,,4.3,
appendicitis,5.16,,5.5,,4.44,,5.35,,4.08,
appendix,4.86,,4.57,,4.79,,4.68,,4.68,
appetite,5.24,,3.56,,4.2,,4.35,,3.51,
applaud,5.55,,4.22,,6.01,,5.04,,7.24,
applause,5.66,5.8,3.83,,5.77,6.48,5.02,,6.76,7.5
apple,4.48,,6.17,6.8,5.15,,5.89,6.35,5.84,
applesauce,4.55,,6.27,,5.25,,5.93,,6.03,
appliance,4.59,4.05,4.95,,5.35,5.05,4.77,,5.73,5.1
applicable,5.07,,3.4,,5.66,,3.65,,6.31,
applicant,5.42,,3.8,,6.12,,4.09,,6.92,
application,4.77,,3.58,,5.7,,3.76,,6.26,
applied,5.34,,3.74,,5.51,,4.34,,5.82,
apply,4.78,,3.37,,5.36,,3.59,,5.91,
appoint,4.92,,4.16,,5.59,,4.35,,5.66,
appointee,5.3,,3.91,,4.85,,4.19,,4.45,
appointment,4.96,,4.09,3.4,5.07,,4.3,3.92,5.26,
apportion,4.83,,3.82,,5.21,,3.89,,5.09,
appositive,4.64,,3.77,,5.11,,3.96,,5.38,
appraisal,5.28,,3.5,,5.73,,3.95,,6.43,
appraise,5.34,,3.48,,5.37,,4.17,,5.56,
appraiser,5.39,,4.21,,5.27,,4.38,,5.58,
appreciable,5.15,,4,,4.82,,3.93,,4.74,
appreciate,5.47,,3.09,,5.96,,4.03,,6.99,
appreciation,5.18,,3.14,,5.96,,3.88,,6.83,
appreciative,5.25,,3.77,,5.68,,4.27,,6.61,
apprehend,5.45,,3.19,,4.72,,3.9,,4.14,
apprehension,5.56,,3.21,,4.49,,4.22,,4.07,
apprehensive,5.66,,4,,4.45,,4.58,,4.25,
apprentice,5.23,,4.4,,5.66,,4.49,,6.13,
apprenticeship,5.42,,3.89,,6.18,,4.23,,7.07,
approach,5.25,,3.04,3.2,5.58,,3.5,3.35,6.09,
appropriate,4.99,,3.13,,5.55,,3.45,,6.04,
appropriately,5.08,,3.42,,5.67,,3.66,,6.19,
appropriateness,4.84,,3.31,,5.35,,3.63,,5.61,
appropriation,5.15,,4.06,,5.03,,4.15,,4.62,
approval,5.07,,3.73,2.57,5.53,,3.81,3.81,5.77,
approve,4.98,,3.85,,5.33,,3.93,,5.39,
approvingly,5.16,,3.93,,5.38,,4.76,,6.15,
approximate,4.49,,3.69,,5.5,,3.98,,6.09,
approximately,4.67,,3.24,,5.21,,3.57,,5.46,
approximation,4.66,,3.55,,5.37,,3.93,,5.92,
apricot,4.61,,6.35,6.76,5.23,,5.95,5.97,6.11,
apron,4.49,,6.06,,5.32,,5.69,,5.83,
apt,5.42,,2.76,,5.24,,3.75,,5.3,
aptitude,5.44,,3.56,,6.05,,4.12,,6.84,
aptly,5.07,,3.56,,5.3,,3.78,,5.42,
aquanaut,4.97,,5.59,,5.03,,5.62,,5.68,
aquarium,4.75,,6.18,,4.96,,5.69,,5.4,
aquatic,4.93,,5.71,,4.81,,5.29,,4.58,
aqueduct,4.69,,5.2,,5.38,,5.03,,5.92,
aqueous,4.9,,4.89,,5.16,,4.65,,5.28,
aquiline,5.17,,4.79,,4.69,,4.95,,4.37,
arable,4.8,,4.58,,5.16,,4.58,,5.52,
arachnid,5.16,,5.58,,4.4,,5.25,,3.82,
arbitrarily,4.91,,3.01,,5.35,,3.4,,5.91,
arbitrary,5.05,,2.85,,5.47,,3.41,,5.84,
arbitration,5.58,,3.81,,5.17,,4.2,,5.2,
arbor,4.4,,5.48,,4.93,,5.14,,4.96,
arc,4.52,,5.2,,5.28,,4.94,,5.63,
arcade,4.44,,5.9,,5.16,,5.58,,5.71,
arch,4.32,,5.6,5.6,4.86,,5.2,5.76,5.05,
archaeological,4.96,,4.93,,5.02,,4.93,,5.09,
archaeologist,4.92,,5.3,,4.83,,5.23,,4.65,
archaeology,5.1,,4.35,,5.21,,4.74,,5.46,
archaeopteryx,4.77,,5.75,,5.01,,5.26,,5.41,
archaic,5.16,,4.58,,5.2,,4.88,,5.24,
archbishop,5.16,,4.55,,5.28,,4.73,,5.76,
archduke,5.81,,4.39,,5.31,,4.7,,4.98,
arched,4.55,,5.46,,5.11,,5.17,,5.61,
archer,5.78,,5.32,,5.2,,5.22,,4.75,
archery,5.41,,4.46,4.86,5.88,,4.98,5.56,6.97,
archipelago,5.03,,5.03,,5.06,,5.14,,5.74,
architect,4.74,,5.04,,5.5,,4.83,,6.11,
architectural,4.61,,4.94,,5.37,,4.66,,5.92,
architecture,5.14,,4.59,,5.8,,4.73,,6.71,
archway,4.23,,5.7,,5.11,,5.5,,5.39,
arctic,4.61,,5.57,,5.13,,5.7,,5.6,
ardent,5.39,,3.18,,5.04,,3.95,,4.64,
ardently,5.63,,3.09,,4.92,,4.14,,4.78,
ardour,5.41,,3.27,,5.19,,4.71,,5.31,
arduous,5.33,,3.29,,5.1,,3.95,,5.31,
area,4.94,,4.53,4.03,5,,4.57,4,5.04,
arena,5.5,,3.94,,5.94,,4.32,,6.43,
argon,4.63,,5.13,,4.83,,4.85,,5.04,
argue,5.08,,3.07,,5.19,,3.62,,5.26,
arguer,4.91,,3.29,,5.14,,3.58,,5.04,
argument,5,,3.13,,5.41,,3.49,,5.49,
argumentative,4.95,,3.34,,5.29,,3.84,,5.51,
arid,4.77,,5.06,,4.91,,5.04,,5.19,
arise,4.89,,2.99,,5.21,,3.36,,5.52,
aristocracy,5.27,,3.58,3.74,5.93,,4.34,4.76,6.1,
aristocrat,5.7,,3.2,,6.01,,4.24,,6.45,
aristocratic,5.31,,3.64,,6.14,,4.31,,6.8,
arithmetic,5.07,,3.98,,5.61,,4.42,,6.22,
arithmetical,4.89,,3.46,,5.55,,3.96,,6.05,
ark,5.28,,5.21,,5.01,,5.34,,5.4,
arm,5.3,3.59,5.43,6.46,4.98,5.07,5.39,6.03,4.95,5.34
armada,5.51,,5.09,,5.42,,5.23,,5.46,
armadillo,5.02,,4.84,,5.13,,4.9,,4.89,
armament,5.85,,3.86,,4.76,,4.22,,4.23,
armature,4.65,,4.61,,5.02,,4.49,,5.16,
armchair,4.4,,5.31,,5.25,,5.37,,6.14,
armed,5.99,,4.04,,4.94,,4.36,,4.12,
armful,4.56,,5.98,,5.21,,5.53,,5.67,
armistice,6.12,,4.17,,4.71,,4.65,,3.77,
armour,5.62,,5.44,6.23,5.4,,5.32,5.42,5.47,
armoured,5.72,,5.42,,5.01,,5.2,,4.47,
armoury,6.11,,5.13,,4.7,,5.23,,3.67,
armpit,5.19,,5.45,,5.01,,5.34,,5.05,
army,6.12,5.03,4.85,5.6,5.13,5.03,5,5.7,4.38,4.72
aroma,4.64,,5.73,,5.33,,5.62,,6.12,
aromatic,4.79,,4.56,,4.97,,4.32,,5.15,
around,5.32,,4.2,,5.08,,4.56,,5.39,
arousal,6.16,,3.36,,5.15,,4.1,,5.13,
arouse,5.74,,3.13,,5.07,,3.79,,4.71,
arrange,4.78,,3.97,,5.49,,3.99,,6.28,
arrangement,4.56,,3.51,3.03,5.51,,3.72,3.22,6.17,
array,5.24,,3.07,,5.71,,3.38,,6.6,
arrest,5.89,,4.24,,4.07,,4.73,,2.9,
arresting,5.52,,4.13,,4.34,,4.63,,3.6,
arrival,5.4,,3.62,3.26,5.31,,4.41,4.25,5.62,
arrive,5.57,,3.99,,5.34,,4.6,,6.03,
arrogance,5.43,,3.06,,5.27,,4.33,,5,
arrogant,5.55,5.65,3.38,,4.91,5.14,4.32,,4.81,3.69
arrow,5.89,,5.51,,4.7,,5.39,,4.12,
arrowhead,4.8,,5.43,,4.82,,5.28,,4.84,
arsenal,6.1,,4.28,,4.39,,4.51,,3.48,
arsenic,5.27,,5.03,,4.5,,4.65,,3.78,
art,5.31,4.86,4.39,,5.96,5.3,4.6,,6.82,6.68
artefact,4.85,,4.95,,4.95,,5.02,,4.81,
arterial,5.33,,4.77,,4.43,,4.84,,4.04,
arteriole,5.12,,5.19,,4.83,,5.09,,4.77,
artery,5.32,,5.18,,4.8,,5.05,,4.62,
arthritis,5.2,,4.29,,3.97,,4.56,,3.25,
arthropod,5.08,,5.77,,4.61,,5.34,,4.24,
article,4.88,,4.18,4.97,5.41,,4.23,4.27,5.77,
articulate,4.9,,3.17,,5.6,,3.58,,6.05,
articulation,4.99,,3.58,,4.28,,3.97,,3.92,
artificial,5.18,,3.85,,4.67,,4.17,,4.75,
artificially,5.24,,4.12,,4.36,,4.3,,3.91,
artillery,6.1,,5.01,,4.64,,5.11,,3.7,
artisan,4.92,,4.43,,5.53,,4.72,,5.94,
artist,5.2,,4.72,,5.86,,4.83,,6.66,
artistic,5.32,,4.11,,5.98,,4.46,,6.87,
artwork,4.51,,5.22,,5.38,,4.99,,5.94,
as,5.2,,3.26,,5.64,,3.6,,6.17,
asbestos,5.11,,5.27,6.09,4.47,,4.95,5.19,3.64,
ascend,5.39,,3.96,,5.53,,4.57,,5.77,
ascendancy,5.37,,3.28,,6.01,,4.07,,6.22,
ascent,5.46,,3.49,,5.82,,4.56,,6.27,
ascertain,5.07,,2.87,,5.29,,3.24,,5.53,
ascetic,4.97,,4.25,,5.03,,5.06,,5.3,
ascorbic,4.68,,5.71,,5.06,,5.5,,5.24,
ascribe,5.4,,2.61,,5.18,,3.41,,5.25,
asepsis,5.14,,4.32,,4.34,,4.68,,4.04,
asexual,4.86,,5.09,,4.8,,4.72,,4.66,
asexually,4.71,,5.19,,4.75,,4.89,,4.61,
ash,5.11,,5.4,6.57,4.58,,5.41,5.43,3.97,
ashamed,5.63,,3.72,,4.74,,4.56,,4.07,
ashore,5.48,,5.39,,5.31,,5.26,,5.98,
ashtray,4.45,,5.43,,4.79,,5.28,,4.83,
aside,5.13,,4.32,,5.22,,4.97,,5.54,
ask,5.43,,3.86,,5.18,,4.52,,5.62,
asked,4.84,,5.2,,4.95,,5.14,,4.77,
asking,5.1,,3.58,,5.21,,3.99,,5.63,
asleep,4.67,,4.89,,4.83,,5.57,,5.22,
asparagus,4.66,,5.93,,5.22,,5.54,,5.78,
aspect,5.28,,3.12,2,5.75,,3.51,2.39,6.42,
aspen,4.63,,5.57,,5.22,,5.5,,6.15,
asphalt,4.36,,5.35,,4.87,,4.87,,4.91,
aspiration,5.27,,2.93,,5.72,,3.72,,6.12,
aspire,5.31,,2.95,,5.92,,3.79,,6.41,
aspirin,5.41,,4.31,,4.02,,4.71,,3.32,
ass,5.37,,4.23,,4.63,,4.84,,3.83,
assail,5.57,,3.39,,4.84,,4.39,,4.15,
assassin,5.94,6.28,3.52,,4.18,4.33,4.38,,2.87,3.09
assassinate,5.71,,3.75,,4.82,,4.42,,3.88,
assassination,5.81,,3.61,,4.64,,4.35,,3.63,
assault,6.21,7.51,4.83,,4.46,3.94,5.04,,3.32,2.03
assemblage,5.22,,4.33,,5.78,,4.52,,6.63,
assemble,4.89,,4.44,4,5.52,,4.29,4.19,5.76,
assembly,4.73,,4.39,,5.79,,4.48,,6.07,
assembly-line,5.48,,3.89,,5.51,,4.22,,5.89,
assent,5.2,,3.25,3.06,5.33,,3.75,3.51,5.48,
assert,5.13,,2.79,,5.37,,3.5,,5.32,
assertion,5.08,,2.8,,5.3,,3.19,,5.27,
assertive,5.79,,3.16,,5.46,,3.97,,5.81,
assertiveness,5.95,,3.43,,5.51,,4.02,,5.91,
assess,5.04,,3.65,,5.65,,3.95,,6.13,
assessment,4.98,,3.65,,5.64,,4.06,,6.18,
asset,5.26,,4.49,,5.3,,4.5,,5.86,
assign,5.05,,3.43,,5.63,,3.76,,6.17,
assignment,4.97,,3.95,,5.66,,4.25,,6.32,
assimilate,5.15,,3.24,,5.54,,3.71,,6.1,
assimilation,5.12,,3.38,,5.08,,3.8,,5.27,
assist,5.34,,3.99,,5.64,,4.18,,6.25,
assistance,5.19,,3.68,2.8,5.27,,3.9,3.54,5.53,
assistant,5.44,,4.28,,5.2,,4.56,,5.59,
associate,5.25,,2.95,,5.1,,3.24,,5.23,
associated,5.01,,3.98,,4.68,,4.15,,4.39,
association,5.31,,4.12,,5.89,,4.13,,6.58,
assonance,5.13,,4.08,,5.59,,4.44,,6.66,
assorted,5.18,,3.74,,5.26,,4.23,,5.68,
assortment,5.01,,4.32,3.56,5.74,,4.37,3.73,6.43,
assume,4.92,,2.77,,5.54,,3.14,,6.17,
assumption,5.05,,2.89,,5.59,,3.29,,6.1,
assurance,5.27,,2.78,,5.59,,3.51,,5.71,
assure,5.07,,3.07,,5.13,,3.68,,5.34,
assuredly,5.19,,3.42,,5.24,,4,,5.08,
astatine,4.55,,5.17,,4.94,,4.74,,5.32,
aster,4.54,,5.95,4.6,5.25,,5.8,2.3,5.9,
astern,5.17,,5.41,,4.76,,5.28,,5.04,
