word_french,valence_M,arousal_M,valence_number,arousal_number,valence_M_Painchaud_2005,valience_M_Syssau_Font_2005,valence_M_Bonin_etal_2003,,valence_M_Messina_etal_1989,valence_M_Vikis_Freiberg_1976,valence_M_Bradley_Lang_1999,valuence_M_Vo_al_2009,valence_M_Leleu_1987,valence_M_Zammuner_1998,valence_M_Eilola_Havelka_2007,valence_M_Redondo_etal_2007,valence_M_Niedenthal_etal_2004,arousal_M_Bradley_Lang_1999,arousal_M_Vo_al_2009,arousal_M_Leleu_1987,arousal_M_Eilola_Havelka_2007,arousal_M_Redondo_etal_2007
tartare,-,0.40,1,1,,,,,,,,,,,,,,0.40,,,,
tarte,0.44,,4,-,0.44,0.34,0.65,,,,0.35,,,,,,,,,,,
tartine,0.53,,4,-,0.67,0.31,0.55,,0.60,,,,,,,,,,,,,
tarzan,0.08,,1,-,0.08,,,,,,,,,,,,,,,,,
tas,-0.22,0.21,2,1,0.36,,,,0.08,,,,,,,,,,0.21,,,
tasse,0.25,,3,-,,0.09,0.42,,,,,0.24,,,,,,,,,,
tâter,0.17,,1,-,0.17,,,,,,,,,,,,,,,,,
tatou,-0.18,,2,-,0.44,,0.07,,,,,,,,,,,,,,,
tatouage,-0.32,,1,-,0.32,,,,,,,,,,,,,,,,,
tatouer,-0.39,,1,-,0.39,,,,,,,,,,,,,,,,,
taudis,-0.73,,1,-,0.73,,,,,,,,,,,,,,,,,
taupe,-0.01,,2,-,,0.02,-,0.01,,,,,,,,,,,,,,
taureau,-,,1,-,,,,,,,,,,,,,,,,,,
taverne,-0.18,,1,-,0.18,,,,,,,,,,,,,,,,,
taxation,-0.81,,1,-,0.81,,,,,,,,,,,,,,,,,
taxe,-0.84,,1,-,0.84,,,,,,,,,,,,,,,,,
taxer,-0.72,0.41,1,2,0.72,,,,,,,,,,,,,0.30,,,,0.52
taxi,0.06,,4,-,0.10,,,,0.31,,,,,,,0.03,,,,,,
technologie,0.48,0.22,1,1,0.48,,,,,,,,,,,,,,0.22,,,
teddy,0.59,,1,-,,,,,,,,0.59,,,,,,,,,,
teigne,-0.5,,1,-,0.50,,,,,,,,,,,,,,,,,
teindre,0.11,,1,-,0.11,,,,,,,,,,,,,,,,,
teinture,-0.31,,1,-,0.31,,,,,,,,,,,,,,,,,
télé,0.59,,1,-,0.59,,,,,,,,,,,,,,,,,
télécommande,0.48,0.70,1,1,0.48,,,,,,,,,,,,,,,0.70,,
télécommunication,0.48,0.62,2,1,0.59,,,,,,,,0.37,,,,,,,0.62,,
téléphérique,0.23,0.56,1,2,,,,,,,,,0.23,,,,,,0.43,0.68,,
téléphone,0.45,,6,-,0.48,0.28,0.50,,0.55,,,0.42,0.47,,,,,,,,,
télescope,0.44,,1,-,,,0.44,,,,,,,,,,,,,,,
téléviseur,0.43,0.55,1,1,0.43,,,,,,,,,,,,,,,0.55,,
télévision,0.43,0.62,5,1,0.44,0.22,0.50,,0.59,,,,0.40,,,,,,,0.62,,
téméraire,0.01,,2,-,0.04,,,,,,,,0.07,,,,,,,,,
témérité,0.36,,1,-,,0.36,,,,,,,,,,,,,,,,
témoignage,0.41,0.43,1,1,0.41,,,,,,,,,,,,,,0.43,,,
témoin,0.13,0.57,2,1,0.25,,,,,,,0.02,,,,,,,,0.57,,
tempérament,0.20,,2,-,0.34,,,,,,,,0.07,,,,,,,,,
température,0.44,0.78,1,1,0.44,,,,,,,,,,,,,,0.78,,,
tempête,-0.23,0.31,3,1,0.26,,,,0.39,,,0.03,,,,,,,0.31,,,
temple,0.17,0.63,2,1,0.01,,,,,,,0.33,,,,,,,0.63,,,
tempo,0.13,,1,-,,,,,,,,0.13,,,,,,,,,,
temporaire,-0.5,0.46,1,2,0.50,,,,,,,,,,,,,0.46,,0.47,,
temps,0.17,0.47,4,1,0.47,0.15,,,,,0.08,,0.03,,,,,,0.47,,,
temps libre,0.80,,1,-,,,,,,,,0.80,,,,,,,,,,
tenace,0.67,0.48,1,1,0.67,,,,,,,,,,,,,,,0.48,,
ténacité,0.50,0.40,2,2,0.71,,,,,,,,0.30,,,,,,0.38,0.42,,
tendance,0.10,,4,-,0.22,0.17,,,,,,0.09,0.07,,,,,,,,,
tendinite,-0.76,0.50,1,1,0.76,,,,,,,,,,,,,,,,,0.50
tendre,0.77,,3,-,0.59,,,,,0.96,,,,,,0.76,,,,,,
tendrement,0.81,0.72,1,1,0.81,,,,,,,,,,,,,,,0.72,,
tendresse,0.82,0.47,6,1,0.85,0.77,,,0.90,,,,0.80,0.75,,,0.83,,,0.47,,
tendu,-0.43,0.18,1,1,,,,,,,,,0.43,,,,,,,0.18,,
ténèbres,-0.53,0.52,2,1,0.49,,,,,,,,0.57,,,,,,,0.52,,
tenir,-0.17,0.65,1,3,,,,,,,,,0.17,,,,,0.45,,0.90,,0.60
tennis,0.29,0.40,5,2,0.28,0.17,,,,,0.26,,0.47,,,0.29,,,0.31,0.48,,
ténor,0.04,0.57,2,1,,,,,,,,0.28,0.20,,,,,,,0.57,,
tension,-0.54,,4,-,0.67,,,,,,,,0.53,0.45,,,0.49,,,,,
tentacule,-0.49,,1,-,0.49,,,,,,,,,,,,,,,,,
tentation,0.37,,1,-,0.37,,,,,,,,,,,,,,,,,
tentative,0.33,,1,-,0.33,,,,,,,,,,,,,,,,,
tente,0.43,,3,-,0.53,0.24,0.52,,,,,,,,,,,,,,,
tequila,0.22,0.52,1,1,0.22,,,,,,,,,,,,,,,0.52,,
terminer,0.23,,1,-,,,,,,,,,0.23,,,,,,,,,
termite,-0.75,,1,-,0.75,,,,,,,,,,,,,,,,,
terne,-0.7,,1,-,0.70,,,,,,,,,,,,,,,,,
ternir,-0.59,,1,-,0.59,,,,,,,,,,,,,,,,,
terrain,0.42,0.13,1,1,,,,,0.42,,,,,,,,,,,0.13,,
terrasse,0.48,,2,-,,,,,0.70,,,,0.27,,,,,,,,,
terrassé,-0.59,0.43,1,3,,,,,,,,,,,,,0.59,0.41,,0.38,,0.52
terre,0.40,,7,-,0.66,0.42,,,0.32,0.47,0.54,,0.17,,,0.25,,,,,,
terrestre,0.36,0.57,1,1,0.36,,,,,,,,,,,,,,,0.57,,
terreur,-0.72,0.62,4,2,0.57,,,,,,,,0.80,0.80,,,0.72,,,0.48,,0.76
terrible,-0.67,0.52,3,1,0.60,,,,,,,,0.73,,,0.67,,,,0.52,,
terrifiant,-0.87,0.86,1,1,,,,,,,,,0.87,,,,,0.86,,,,
terrifié,-0.82,,1,-,,,,,,,0.82,,,,,,,,,,,
territoire,0.30,0.37,1,1,0.30,,,,,,,,,,,,,,,0.37,,
terroir,-0.03,0.59,1,2,,,,,,,,,0.03,,,,,,,0.43,,0.75
terrorisé,-0.75,0.67,2,1,,,,,,,,,0.93,,,0.57,,,,0.67,,
terroriser,-0.83,,1,-,,,,,,,,,0.83,,,,,,,,,
terrorisme,-0.84,0.80,1,2,0.84,,,,,,,,,,,,,0.78,,,,0.81
terroriste,-0.74,0.55,3,2,0.72,,,,,,0.83,,,,,0.66,,,0.50,0.60,,
test,-0.3,,3,-,0.41,,,,,,,0.10,0.40,,,,,,,,,
testament,-0.19,,1,-,0.19,,,,,,,,,,,,,,,,,
testicule,0.30,,1,-,0.30,,,,,,,,,,,,,,,,,
tête,0.48,,3,-,0.74,,,,0.39,0.31,,,,,,,,,,,,
tétine,0.28,,1,-,,,0.28,,,,,,,,,,,,,,,
téton,-0.15,0.45,1,1,0.15,,,,,,,,,,,,,,,0.45,,
têtu,-0.37,0.43,2,1,0.51,,,,,,,,0.23,,,,,,,0.43,,
texte,-0.17,,1,-,,,,,,,,,0.17,,,,,,,,,
texture,0.31,,1,-,0.31,,,,,,,,,,,,,,,,,
thalassothérapie,0.37,,1,-,0.37,,,,,,,,,,,,,,,,,
thé,-0.06,0.72,1,2,0.06,,,,,,,,,,,,,,0.68,0.75,,
théâtre,0.41,,4,-,0.54,,,,0.69,,,0.23,0.20,,,,,,,,,
théologie,-0.02,0.38,1,3,0.02,,,,,,,,,,,,,0.45,,0.18,,0.52
théorie,-0.03,0.55,4,1,,0.13,,,,,0.08,,0.37,,,0.02,,,,0.55,,
thérapeutique,-0.07,0.53,1,1,,,,,,,,,0.07,,,,,,0.53,,,
thérapie,0.12,0.56,2,1,0.18,,,,,,,0.07,,,,,,,,,,0.56
thermite,-0.24,0.42,1,2,,,,,,,,,,,,0.24,,0.35,,,,0.50
thermomètre,-0.01,,4,-,0.08,,0.17,,,,0.07,,,,,0.05,,,,,,
thermos,0.39,,1,-,,,0.39,,,,,,,,,,,,,,,
thèse,-0.11,,1,-,0.11,,,,,,,,,,,,,,,,,
thorax,0.17,0.67,1,1,0.17,,,,,,,,,,,,,,0.67,,,
thriller,0.17,0.35,1,1,,,,,,,,0.17,,0.33,,,,,,0.35,,
thrombose,-0.8,0.43,1,1,,,,,,,,,0.80,,,,,,,0.43,,
tic,-0.67,,1,-,,,,,,,,,0.67,,,,,,,,,
ticket,0.08,0.22,3,1,0.02,,0.06,,0.17,,,,,,,,,,,0.22,,
tiède,0.17,,2,-,0.24,,,,,,,,0.10,,,,,,,,,
tiédeur,-0.62,,1,-,0.62,,,,,,,,,,,,,,,,,
tiers-monde,-0.53,,1,-,0.53,,,,,,,,,,,,,,,,,
tige,-0.05,,2,-,0.18,,,,,0.09,,,,,,,,,,,,
tignasse,-0.58,0.61,1,1,0.58,,,,,,,,,,,,,,0.61,,,
tigre,0.22,,5,-,0.13,0.21,0.41,,0.05,,,0.28,,,,,,,,,,
tilleul,0.38,,1,-,0.38,,,,,,,,,,,,,,,,,
timbre,0.29,,3,-,0.29,0.11,0.47,,,,,,,,,,,,,,,
timbré,-0.32,0.36,1,3,0.32,,,,,,,,,,,,,0.39,,0.22,,0.47
timide,-0.3,0.18,5,1,0.34,,,,,,0.29,,0.47,,,0.07,,,,0.18,,
timidité,-0.4,0.22,3,1,0.39,,,,,,,,0.53,,,,0.29,,,0.22,,
timoré,-0.43,0.67,2,1,,,,,,,,,0.60,,,,0.26,,,0.67,,
tintamarre,-0.54,,2,-,,,,,0.51,,,,0.57,,,,,,,,,
tirage,-0.05,0.58,1,1,0.05,,,,,,,,,,,,,,,0.58,,
tirailler,-0.67,,1,-,,,,,,,,,0.67,,,,,,,,,
tire,0.52,,1,-,0.52,,,,,,,,,,,,,,,,,
tire-bouchon,0.51,,1,-,0.51,,,,,,,,,,,,,,,,,
tirelire,0.37,0.63,2,1,0.28,,0.46,,,,,,,,,,,,,0.63,,
tirer,-0.37,,1,-,,,,,,,,,0.37,,,,,,,,,
tiroir,0.27,,2,-,0.29,,0.26,,,,,,,,,,,,,,,
tisane,0.29,0.18,1,1,0.29,,,,,,,,,,,,,,0.18,,,
tisserand,-,,1,-,,,,,,,,,,,,,,,,,,
tissu,0.35,0.25,2,2,0.31,,,,,0.39,,,,,,,,,0.22,0.27,,
titre,0.07,0.34,3,1,,0.07,,,,,,0.22,0.07,,,,,,0.34,,,
toast,0.39,0.71,3,1,0.49,,,,0.48,,,0.20,,,,,,,,,,0.71
toboggan,0.45,0.32,1,1,,,,,,,,,,,,0.45,,,,0.32,,
tocade,-0.43,,1,-,,,,,,,,,0.43,,,,,,,,,
toile,0.25,,1,-,0.25,,,,,,,,,,,,,,,,,
toile d'araignée,-0.36,0.43,1,2,,,-,0.36,,,,,,,,,,,0.34,0.52,,
toilette,0.19,,4,-,,,0.23,,0.48,,,0.23,0.27,,,,,,,,,
toit,0.43,0.41,4,2,0.59,,0.42,,0.48,0.21,,,,,,,,,0.41,0.40,,
tolérance,0.53,0.46,2,2,,,,,,,,0.77,0.30,,,,,,,0.40,,0.52
tolérant,0.53,,2,-,,,,,,,,,0.37,,,0.70,,,,,,
tolérer,-0.4,0.30,1,1,0.40,,,,,,,,,,,,,,0.30,,,
tomate,0.37,,4,-,0.32,0.24,0.58,,,,,0.32,,,,,,,,,,
tombe,-0.47,0.47,3,1,0.42,,-,0.47,0.52,,,,,,,,,0.47,,,,
tombeau,-0.57,0.46,2,2,0.62,,,,,,0.52,,,,,,,,0.39,0.53,,
tomber,-0.48,,2,-,,,,,,,,0.35,0.60,,,,,,,,,
tombola,0.04,0.37,1,1,0.04,,,,,,,,,,,,,,,0.37,,
ton,-0.2,,1,-,,,,,,,,,0.20,,,,,,,,,
tondeuse,-0.1,0.58,1,1,,,-,0.10,,,,,,,,,,,,0.58,,
tonitruer,-0.4,,1,-,,,,,,,,,0.40,,,,,,,,,
tonneau,0.13,0.70,3,1,,0.02,0.14,,0.27,,,,,,,,,,,0.70,,
tonnerre,-0.31,,2,-,0.22,,,,,,,,0.40,,,,,,,,,
toque,0.09,,1,-,,,0.09,,,,,,,,,,,,,,,
torche,0.31,,2,-,0.28,,0.34,,,,,,,,,,,,,,,
torchon,-0.16,0.77,2,1,0.36,,0.04,,,,,,,,,,,,,,,0.77
tornade,-0.5,,1,-,,,,,,,,,,,,0.50,,,,,,
torpeur,-0.34,0.63,1,1,,,,,,,,,,,,,0.34,,0.63,,,
torpille,-0.57,,1,-,,,,,,,,0.57,,,,,,,,,,
torrent,-0.08,,1,-,0.08,,,,,,,,,,,,,,,,,
torse,0.53,0.42,1,1,0.53,,,,,,,,,,,,,,,0.42,,
tort,-0.48,,2,-,0.34,,,,,,,,0.63,,,,,,,,,
torticolis,-0.82,0.75,1,1,0.82,,,,,,,,,,,,,,,0.75,,
tortionnaire,-0.97,,1,-,,,,,,,,,0.97,,,,,,,,,
tortue,0.19,,4,-,0.12,0.18,0.30,,,0.18,,,,,,,,,,,,
torture,-0.54,0.81,1,2,,,,,0.54,,,,,,,,,,0.86,0.77,,
torturer,-0.88,,3,-,0.75,,,,,,,0.93,0.97,,,,,,,,,
tôt,0.17,0.25,1,1,0.17,,,,,,,,,,,,,,,0.25,,
total,-0.07,,1,-,,,,,,,,,0.07,,,,,,,,,
totalement,0.57,,1,-,0.57,,,,,,,,,,,,,,,,,
totem,0.28,,2,-,0.18,,0.38,,,,,,,,,,,,,,,
toucan,0.30,0.52,1,1,,,0.30,,,,,,,,,,,,,0.52,,
touchant,0.47,0.73,1,1,,,,,,,,,0.47,,,,,,,0.73,,
toucher,0.59,0.67,2,1,0.68,,,,,,,,0.50,,,,,,,0.67,,
touchers,0.47,,1,-,,,,,,,,,0.47,,,,,,,,,
touffu,-0.03,0.30,1,1,0.03,,,,,,,,,,,,,,,0.30,,
toujours,0.17,,1,-,,,,,,,,,0.17,,,,,,,,,
toupie,0.33,0.47,2,1,,0.09,0.57,,,,,,,,,,,,0.47,,,
toupies,0.23,0.39,1,2,,,,,,,,0.23,,,,,,0.37,0.41,,,
tour,0.19,,4,-,0.29,,,,0.26,,0.12,0.09,,,,,,,,,,
tourisme,0.64,0.31,1,1,0.64,,,,,,,,,,,,,,0.31,,,
touriste,0.17,0.42,2,1,0.40,,,,,,,0.07,,,,,,,,0.42,,
tourment,-0.71,,2,-,,,,,,,,,0.67,0.75,,,,,,,,
tourmenté,-0.47,0.52,1,1,,,,,,,,,,,,,0.47,,,0.52,,
tourmenter,-0.7,0.57,1,1,,,,,,,,,0.70,,,,,,,0.57,,
tourne-disque,0.42,,2,-,,,0.34,,,,,,0.50,,,,,,,,,
tournesol,0.43,,2,-,0.40,,,,0.47,,,,,,,,,,,,,
tournevis,0,,2,-,,0.01,0.01,,,,,,,,,,,,,,,
tourtereau,0.44,,1,-,0.44,,,,,,,,,,,,,,,,,
tourterelle,0.44,,1,-,0.44,,,,,,,,,,,,,,,,,
tourtière,0.53,,1,-,0.53,,,,,,,,,,,,,,,,,
tout,0.47,,1,-,0.47,,,,,,,,,,,,,,,,,
toutou,0.49,,1,-,0.49,,,,,,,,,,,,,,,,,
toux,-0.74,,1,-,0.74,,,,,,,,,,,,,,,,,
toxicomane,-0.8,0.69,1,1,0.80,,,,,,,,,,,,,,,,,0.69
toxique,-0.75,0.52,2,1,0.90,,,,,,,,,,,0.61,,,,0.52,,
trac,-0.42,,2,-,,,,,,,,,0.47,,,,0.37,,,,,
tracas,-0.63,,1,-,0.63,,,,,,,,,,,,,,,,,
tracassé,-0.51,,1,-,,,,,,,,,,,,,0.51,,,,,
tracasserie,-0.69,0.27,1,1,0.69,,,,,,,,,,,,,,,0.27,,
trace,-0.2,,1,-,,,,,,,,,0.20,,,,,,,,,
tracteur,0.07,,2,-,,0.05,0.09,,,,,,,,,,,,,,,
traction,0.03,,1,-,,,,,0.03,,,,,,,,,,,,,
tractopelle,-0.2,0.36,1,2,,,-,0.20,,,,,,,,,,,0.36,0.37,,
tradition,0.14,0.60,3,1,0.30,,,,,,,0.06,0.07,,,,,,,0.60,,
trafic,-0.46,0.73,3,2,0.61,,,,0.34,,,,0.43,,,,,0.66,,,,0.80
tragédie,-0.59,,3,-,,,,,0.33,,0.81,,,,,0.63,,,,,,
tragi-comique,0.33,0.59,1,2,0.33,,,,,,,,,,,,,,0.71,0.47,,
tragique,-0.75,0.74,2,3,,,,,,,,0.70,0.80,,,,,0.78,0.72,,,0.73
trahir,-0.68,0.75,4,1,0.71,,,,,,0.83,0.55,,,,0.65,,,0.75,,,
trahison,-0.82,0.62,3,1,0.89,0.78,,,,,,0.80,,,,,,,,0.62,,
train,0.31,,6,-,0.31,0.25,0.33,,0.58,0.23,,,0.17,,,,,,,,,
traîneau,0.36,0.27,1,1,0.36,,,,,,,,,,,,,,,0.27,,
trait,-0.13,0.38,1,1,,,,,,,,,0.13,,,,,,,0.38,,
trait d'esprit,0.20,0.50,1,1,,,,,,,,,0.20,,,,,,,0.50,,
traiter,-0.2,0.68,1,2,,,,,,,,,0.20,,,,,0.60,,,,0.76
traître,-0.76,0.50,4,1,0.92,0.77,,,,,0.70,,,,,0.66,,,,0.50,,
trajet,-0.03,0.57,1,1,,,,,,,,,0.03,,,,,,,0.57,,
tram,0.09,0.57,2,1,,,,,0.17,,,,,,,,,,,0.57,,
tramway,-,0.21,1,2,,,,,,,,,,,,,,,,0.15,,0.26
tranquille,0.58,0.13,5,1,0.65,0.52,,,,0.75,,,0.43,,,0.52,,,,0.13,,
tranquillité,0.66,,3,-,0.79,,,,,,,,0.50,,,,0.68,,,,,
transaction,-,,1,-,,,,,,,,,,,,,,,,,,
transcendantal,-0.3,0.40,1,1,0.30,,,,,,,,,,,,,,,0.40,,
transcrire,-0.2,0.47,1,2,,,,,,,,,0.20,,,,,,0.40,0.53,,
transe,-0.2,0.34,2,1,,,,,,,,0.03,0.37,,,,,,0.34,,,
transformer,0.32,,2,-,0.25,,,,,,,0.38,,,,,,,,,,
transfusion,-0.34,0.25,1,1,0.34,,,,,,,,,,,,,,,0.25,,
transi,-0.63,,1,-,,,,,,,,,0.63,,,,,,,,,
transistor,0.39,0.22,1,1,,,0.39,,,,,,,,,,,,,0.22,,
translucide,-0.13,,1,-,,,,,,,,,0.13,,,,,,,,,
transparence,0.44,,1,-,0.44,,,,,,,,,,,,,,,,,
transpiration,-0.63,,1,-,0.63,,,,,,,,,,,,,,,,,
transplantation,0.27,0.63,1,1,0.27,,,,,,,,,,,,,,,0.63,,
transport,0.09,,2,-,,0.07,,,,,,,0.10,,,,,,,,,
transsexuel,-0.51,,1,-,0.51,,,,,,,,,,,,,,,,,
trappeur,-0.46,,1,-,0.46,,,,,,,,,,,,,,,,,
trapu,-0.4,0.66,1,2,0.40,,,,,,,,,,,,,0.67,,,,0.65
trauma,-0.68,0.43,2,1,,,,,,,0.73,,,,,0.63,,,,0.43,,
traumatisme,-0.69,0.63,2,2,0.59,,,,,,,,0.80,,,,,,0.46,0.80,,
travail,0.22,0.64,5,2,0.53,0.29,,,,0.21,,0.02,0.03,,,,,,0.42,0.87,,
travailler,0.12,0.82,3,1,0.28,,,,,,,0.02,0.10,,,,,,,0.82,,
travailleur,0.55,0.80,2,1,0.94,,,,,,,,0.17,,,,,,,0.80,,
travaux,0.03,0.63,2,1,0.03,,,,,,,,0.03,,,,,,,0.63,,
traverser,-0.13,,1,-,,,,,,,,,0.13,,,,,,,,,
travesti,-0.51,0.57,1,1,0.51,,,,,,,,,,,,,,,0.57,,
trébucher,-0.64,0.10,2,1,0.62,,,,,,,,0.67,,,,,,0.10,,,
trèfle,0.64,,2,-,,,0.68,,,,,0.60,,,,,,,,,,
treillis,-0.1,,1,-,,,,,0.10,,,,,,,,,,,,,
treize,-,,1,-,,,,,,,,,,,,,,,,,,
tremblant,-0.1,0.53,2,1,,,,,,,,,,0.21,,,0.42,,,0.53,,
tremblement,-0.63,0.87,2,1,0.63,,,,,,,,0.63,,,,,,0.87,,,
tremblements de terre,-0.57,0.60,1,2,,,,,,,,0.57,,,,,,,0.64,0.57,,
trembler,-0.62,0.66,2,1,,,,,,,,0.50,0.73,,,,,,,,,0.66
tremplin,0.26,,1,-,,,,,,,,,,,,0.26,,,,,,
trépied,0.04,0.62,1,1,,,,,0.04,,,,,,,,,,,0.62,,
trépigner,-0.63,0.61,1,4,,,,,,,,,0.63,,,,,0.72,0.63,0.40,,0.71
trésor,0.77,0.58,6,1,0.84,,0.87,,,,0.82,0.77,0.73,,,0.61,,,,0.58,,
tressaillir,-0.24,,3,-,,,,,,,,,0.37,0.26,,,0.10,,,,,
trêve,0.45,,1,-,,,,,0.45,,,,,,,,,,,,,
triangle,-0.1,,1,-,0.10,,,,,,,,,,,,,,,,,
triathlon,0.33,,1,-,0.33,,,,,,,,,,,,,,,,,
tribu,0.16,0.43,1,1,0.16,,,,,,,,,,,,,,,0.43,,
tribunal,-0.54,,2,-,0.48,,,,,,,,0.60,,,,,,,,,
tricher,-0.64,0.47,1,1,0.64,,,,,,,,,,,,,,,0.47,,
tricherie,-0.69,,2,-,0.77,,,,,,,,0.60,,,,,,,,,
tricot,0.04,,2,-,0.15,,0.23,,,,,,,,,,,,,,,
tricoter,0.05,0.62,1,1,0.05,,,,,,,,,,,,,,0.62,,,
trimer,-0.4,,1,-,,,,,,,,0.40,,,,,,,,,,
trinquer,0.29,,1,-,0.29,,,,,,,,,,,,,,,,,
triolet,-0.11,0.68,1,3,0.11,,,,,,,,,,,,,0.72,,0.57,,0.75
triomphant,0.71,0.65,4,3,,,,,,,0.96,,0.50,,,0.67,0.71,0.60,0.72,0.63,,
triomphe,0.75,0.65,5,1,0.86,,,,,,0.70,0.67,0.73,0.79,,,,,,0.65,,
triompher,0.76,0.23,2,1,0.79,,,,,,,,0.73,,,,,,,0.23,,
tripe,-0.53,,1,-,,,,,,,,,0.53,,,,,,,,,
tripotage,0.27,,1,-,0.27,,,,,,,,,,,,,,,,,
tripoter,-0.34,0.39,1,3,0.34,,,,,,,,,,,,,0.39,,0.28,,0.48
triste,-0.61,0.46,5,1,0.68,,,,,0.25,0.85,,0.73,,,0.56,,,0.46,,,
tristement,-0.7,0.30,1,1,,,,,,,,0.70,,,,,,,,0.30,,
tristesse,-0.62,,6,-,0.62,0.59,,,0.44,,,,0.80,0.66,,,0.61,,,,,
troc,0.14,,3,-,0.26,0.09,,,0.07,,,,,,,,,,,,,
trognon,-0.46,,1,-,0.46,,,,,,,,,,,,,,,,,
trombone,0.20,0.35,2,1,0.20,,0.20,,,,,,,,,,,,0.35,,,
trompe,0.21,,1,-,,,,,,,,0.21,,,,,,,,,,
trompé,-0.59,,1,-,0.59,,,,,,,,,,,,,,,,,
tromper,-0.63,0.37,1,1,0.63,,,,,,,,,,,,,,,0.37,,
tromperie,-0.75,0.52,2,3,,0.67,,,,,,,0.83,,,,,0.50,,0.43,,0.63
trompette,0.19,,7,-,0.38,0.13,0.22,,0.18,,0.19,,0.07,,,0.15,,,,,,
tronc,0.14,0.43,2,1,,,0.18,,0.10,,,,,,,,,,0.43,,,
trône,0.13,0.66,3,2,0.07,,0.12,,,,,0.33,,,,,,0.55,,,,0.77
trophée,0.63,0.49,3,1,0.56,,,,,,0.70,,,,,0.62,,,0.49,,,
tropical,0.53,,2,-,0.66,,,,,,,0.40,,,,,,,,,,
tropique,0.79,0.45,1,1,0.79,,,,,,,,,,,,,,0.45,,,
tropiques,0.40,,1,-,,,,,,,,0.40,,,,,,,,,,
trottoir,-0.08,0.27,1,1,,,,,,0.08,,,,,,,,,,0.27,,
trou,-0.23,0.45,5,1,0.14,0.19,,,0.38,0.16,,,0.27,,,,,,,0.45,,
trouble,-0.63,0.53,2,1,0.56,,,,,,,,0.70,,,,,,,0.53,,
troublé,-0.08,0.52,2,1,,,,,,,,,0.20,,,,0.04,,,0.52,,
troubler,-0.2,,1,-,,,,,,,,,0.20,,,,,,,,,
trouille,-0.5,0.58,1,1,,,,,,,,,,,,,0.50,,0.58,,,
troupe,-0.15,0.35,3,1,0.14,,,,0.14,,,0.45,,,,,,,0.35,,,
troupeau,0.12,,1,-,,,,,,,,0.12,,,,,,,,,,
trousse,0.34,0.42,1,1,,,0.34,,,,,,,,,,,,0.42,,,
trouvaille,0.35,0.47,2,2,0.38,,,,,,,0.33,,,,,,,0.38,0.55,,
trouver,0.44,0.32,2,1,,,,,,,,0.45,0.43,,,,,,,0.32,,
truc,0.20,,3,-,0.55,0.03,,,,,,,0.03,,,,,,,,,
truelle,-0.14,,1,-,,,-,0.14,,,,,,,,,,,,,,
truie,-0.58,,1,-,0.58,,,,,,,,,,,,,,,,,
truite,0.21,,1,-,0.21,,,,,,,,,,,,,,,,,
truquer,-0.6,,1,-,0.60,,,,,,,,,,,,,,,,,
tuba,0.20,,1,-,,,0.20,,,,,,,,,,,,,,,
tube,0.05,,2,-,,,0.06,,0.04,,,,,,,,,,,,,
tuberculose,-0.83,0.84,1,2,0.83,,,,,,,,,,,,,,0.86,0.82,,
tuer,-0.84,,3,-,0.87,,,,,,,0.90,0.73,,,,,,,,,
tuerie,-0.71,0.86,1,1,0.71,,,,,,,,,,,,,0.86,,,,
tueur,-0.78,,1,-,,,,,,,0.78,,,,,,,,,,,
tuile,0.14,0.16,1,1,,,0.14,,,,,,,,,,,,0.16,,,
tulipe,0.56,0.71,3,3,0.67,0.51,,,,,,0.52,,,,,,,0.88,0.50,,0.75
tumeur,-0.84,0.30,4,1,0.85,,,,,,,0.90,0.90,,,0.70,,,0.30,,,
tunnel,-0.19,0.35,3,1,0.19,,-,0.14,,,,0.23,,,,,,,0.35,,,
turban,-0.14,,2,-,0.17,,,,,,,0.11,,,,,,,,,,
turbulence,-0.49,0.68,1,1,0.49,,,,,,,,,,,,,,,0.68,,
turbulent,-0.39,,2,-,0.31,,,,,,,,0.47,,,,,,,,,
turquoise,0.40,,1,-,0.40,,,,,,,,,,,,,,,,,
tutelle,-0.28,0.29,1,1,0.28,,,,,,,,,,,,,,0.29,,,
tuteur,-0.22,,2,-,0.23,,,,,,,0.20,,,,,,,,,,
tutoyer,0.42,,1,-,0.42,,,,,,,,,,,,,,,,,
tuyau,-0.02,,3,-,0.03,,-,0.10,0.02,0.62,,,,,,,,,,,,
type,0.33,,1,-,0.33,,,,,,,,,,,,,,,,,
typhon,-0.52,0.60,1,1,,,,,0.52,,,,,,,,,,0.60,,,
typhus,-0.67,0.67,1,2,,,,,,,,0.67,,,,,,,0.70,0.63,,
tyran,-0.77,0.63,3,1,0.66,,,,,,,0.87,0.80,,,,,,,0.63,,
tyrannie,-0.83,0.55,1,3,,,,,,,,,0.83,,,,,0.64,,0.37,,0.63
ulcère,-0.78,0.43,4,1,0.82,,,,,,0.81,,0.87,,,0.62,,,,0.43,,
ulcérer,-0.8,,1,-,,,,,,,,,0.80,,,,,,,,,
ultimatum,0.81,,1,-,0.81,,,,,,,,,,,,,,,,,
ultime,0.44,,1,-,0.44,,,,,,,,,,,,,,,,,
ultra,0.20,,1,-,0.20,,,,,,,,,,,,,,,,,
ultra-chic,0.31,,1,-,0.31,,,,,,,,,,,,,,,,,
ultra-court,-0.21,,1,-,0.21,,,,,,,,,,,,,,,,,
